"@title,""Spanish""";
"#01851,""Breaking news!<br><br>This is unprecedented! <co=0070c0><team></co> is the only resort in the country to have attracted all the possible <co=0070c0>customer groups</co>.<br><br>What an achievement! We're all very impressed here at our radio station. <co=0070c0>Congratulations, <team>!</co><br><br><co=00b050>- The Ski Radio Station""";
"#01852,""How to Raise Your Hotel's Rep""";
"#01853,""Our readers have sent us many letters asking how to make their hotels more popular. Well, here is the answer!<br><br>You need to have compatible facilities placed near each other. For example, place potted plants near shops. A good combo to try is flowers and a comment box by shops.<br><br>But don't limit yourself by sticking only to these examples. Experiment and find out the best combinations for your own hotel. Good luck!<br><br><co=7030a0>- Business Panorama Daily""";
"#01854,""Ski Resort Too Crowded?""";
"#01855,""<co=0070c0>""""They were fully booked!""""<br>""""I waited three hours for nothing!""""<br>""""I completed three Kairosoft games while waiting in line...""""</co><br><br><br>Do these complaints sound familiar?<br>Nobody wants their customers to walk away unsatisfied. Building <co=0070c0>more facilities</co>, placing them in more <co=0070c0>accessible </co>places, or <co=0070c0>increasing ski lift speed</co> can help alleviate congestion at ski resorts. Give it a try and make your guests happy!<br><co=7030a0><br>- Business Panorama Daily""";
"#01856,""Gotta Go Fast""";
"#01857,""Hey, hey, hey!<br><co=0070c0>Are you going as fast as you like?</co><br><br>Want to ski even faster? That requires<br><co=0070c0>Skill</co>, my friend! But worry not, there<br>are goggles for that. Put them on and<br><co=c00000>unleash your inner speed demon</co>.<br>That's how I do it! Just remember to<br>slow down before taking a sharp turn...<co=c00000>Aaaaargh!</co><br><br><co=31849b>- The Snowsport Journal""";
"#01858,""Coldproof""";
"#01859,""Hey, hey, hey! You <co=0070c0>keeping warm<br></co>on the ski course?<br><br>You don't want to get chilled to the bone and lose HP, oh no! Make sure to wear a <co=0070c0>warm hat</co>, and <co=0070c0>ear warmers</co> help too. I tend to only be able to <co=c00000>focus on one thing</co>, so when I dressed in my warmest clothes, I forget they're too thick for me to move much...<co=c00000> Aaaargh</co>!<br><co=31849b><br>- The Snowsports Journal""";
"#01860,""Contest Conqueror""";
"#01861,""Breaking news! <co=0070c0><team><co=00b0f0> </co>has<br>lined up victories in every single type<br>of contest! What an incredible ski resort!<br><br>We at the Snowsports Journal wish<br><co=0070c0><team></co> the best of luck.<br><co=0070c0>Great job</co>! Keep it up!<br><co=31849b><br>- The Snowsports Journal""";
"#01862,""Upgrades and Production""";
"#01863,""① <co=0070c0>Tap</co> a facility to upgrade it by investing materials to raise its EXP. When it levels up, its <co=0070c0>stats</co> will increase.<br><br>② Investing <co=0070c0>upgrade-specific </co>materials gives facilities more EXP. Materials also have varying compatibility. Once with the <co=0070c0>o </co>symbol will give a facility double EXP.<br><br>③ Make new productos to increase the maximum stock, reducing the risk of items all selling out. To make new <co=0070c0>productos</co>, go to <co=0070c0>Products</co>.<br><br><co=e46d0a>- Assistant's Consejos""";
"#01864,""Ski Course Vibe""";
"#01865,""① The course vibe improves based on <co=0070c0>how long</co> the course is, <co=0070c0>counting from the lift drop-off point</co>. You can extend a course by adjusting the <co=0070c0>drop-off point </co>location.<br><br>② Facilities built on the ski course can also enhance its vibe. <co=0070c0>Large buildings </co>or <co=0070c0>better lifts</co> for example greatly contribute to that.<br><br><br>Note:<br>Suddenly making the ski course longer may increase the risk of skiers having trouble and falling over.<br><co=00b050><br>- Assistant's Consejos""";
"#01866,""Course Suitability""";
"#01867,""① Guests have different skill levels and prefer different course elevations: <co=0070c0>low</co>, <co=0070c0>mid</co>, <co=0070c0>high</co> or <co=0070c0>very high</co>. If you have multiple lifts, they will choose the course which suits them best.<br><br>② Guests <co=0070c0>improve their skills faster </co>on more difficult courses, but <co=0070c0>only if they don't fall over</co>.<br><br><br><br>Note:<br>To change the type of lift, tap your current lift and go to Details.<br><br><co=e46d0a>- Assistant's Consejos""";
"#01868,""Wall & Door Makeover""";
"#01869,""Tap a <co=0070c0>hotel entrance </co>to change<br>its look. You can also change the<br>walls. It does not cost any money.<br><br><co=e46d0a>- Assistant's Consejos""";
"#01870,""Combos? What's that?""";
"#01871,""① Place three<co=0070c0> facilities</co> next to one another to create a <co=0070c0>Combo</co>. Combos give special <co=0070c0>bonuses to the stats</co> of facilities in the vicinity.<br><br><br>② Combos will only activate if the <co=0070c0>green frames</co> around the facilities overlap.<br><br>③ Combos you discover are added to the <co=0070c0>Combo Compendium </co>in the <co=0070c0>Info </co>menu, which you can view at any time.<br><co=e46d0a><br>- Assistant's Consejos""";
"#01872,""Harvested from the mountain.<b>Multibuy deal: pack of <1><b>(Material)<br>Extracted from deep underground. <b>Multibuy deal: pack of <1><b>(Material)<br>Never put inside snowballs. <b>Multibuy deal: pack of <1><b>(Material)<br>Polished to a high shine.<b>Multibuy deal: pack of <1><b>(Material)<br>Prized mountaintop water.<b>Multibuy deal: pack of <1><b>(Material)""";
"#01873,""Easy to balance on these.<b>Limited edition, only one pair available.<b>(Equipment/Skis) (Slightly better stats)<br>Plain-looking but ride smooth.<b>Limited edition, only one pair available.<b>(Equipment/Skis) (High Skill)<br>Look very nice.<b>Limited edition, only one pair available.<b>(Equipment/Skis) (High Appeal)<br>Very thick and warm.<b>Limited edition, only one available.<b>(Equipment/Outfit) Slightly better stats.)<br>More comfy and lightweight, still as warm.<b>Limited edition, only one available.<b>(Equipment/Outfit) (High Skill)<br>Cute pink outfit.<b>Limited edition, only one available.<b>(Equipment/Outfit) (High Appeal)<br>Pretty hat keeping your ears warm.<b>Limited edition, only one available.<b>(Equipment/Hat)<br>Snazzy reflective glasses.<b>Limited edition, only one available.<b>(Equipment/Goggles)<br>Keep your ears warm when skiing.<b>Limited edition, only one available.<b>(Equipment/Muffs)""";
"#01874,""An ancient document with Combo hints.<b>(Updates Combo Compendium)""";
"#01875,""Good for beginners.<b>Limited edition, only one available.<b>(Equipment/Snowboard) (Slightly better stats)<br>Nothing special, but very maneuverable.<b>Limited edition, only one available.<b>(Equipment/Snowboard) (High Skill)<br>Looks very cool.<b>Limited edition, only one available.<b>(Equipment/Snowboard) (High Appeal)<br>Glorious golden shine.<b>Limited edition, only one pair available.<b>(Equipment/Goggles) (Expensive to rent)""";
"#01876,""Upgrade to see their true power!<b>Limited edition, only one pair available.<b>(Equipment/Skis) (Low stats)""";
"#01877,""Upgrade to see its true power!<b>Limited edition, only one available.<b>(Equipment/Snowboard) (Low stats)""";
"#01878,""Upgrade to see its true power!<b>Limited edition, only one available.<b>(Equipment/Sled) (Low stats)""";
"#01879,""Upgrade to see its true power!<b>Limited edition, only one available.<b>(Equipment/Outfit) (Low stats)""";
"#01880,""An ancient document with Combo hints.<b>(Updates Combo Compendium)<br>An ancient document with Combo hints.<b>(Updates Combo Compendium)""";
"#01881,""It's showtime!<b>Limited edition, only one available.<b>(Equipment/Hat)""";
"#01882,""Local Skiing Contest""";
"#01883,""Beanie Boy""";
"#01884,""An entry-level contest for seasoned skiers.<br>Anyone is welcome to test their skill.""";
"#01885,""Cool Moves Contest""";
"#01886,""Sleepy Lady""";
"#01887,""It's so cold, I can't help feeling sleepy.<br>Wake me up with some cool skiing tricks!""";
"#01888,""Skillful Skiing Contest""";
"#01889,""Researcher""";
"#01890,""I need more data, more info!<br>Show me what you've got as I ski along!""";
"#01891,""Grass Skiing Contest""";
"#01892,""=#00589""";
"#01893,""Come on, ski lovers!<br>Who says you can only ski in winter?""";
"#01894,""Children's Ski Contest""";
"#01895,""Monster Mom""";
"#01896,""I've organized this contest so my lovely<br>child can show off!""";
"#01897,""Skiing Moms Contest""";
"#01898,""Giddy Mom""";
"#01899,""Finally, a contest for the busy moms<br>who don't usually get to compete.""";
"#01900,""Free For All Contest""";
"#01901,""Skiing Maniac""";
"#01902,""Come join the fun! As long as you<br>enjoy yourself, we're all winners!""";
"#01903,""Go! Sledding Contest""";
"#01904,""=#00639""";
"#01905,""Get your sleds and let's race!<br>Zoooooom! Fast as wind!""";
"#01906,""Next Gen Sled Contest""";
"#01907,""=#00645""";
"#01908,""The slopes are calling out to you!<br>Hop on your sleds and slide!""";
"#01909,""Mature Skiers Contest""";
"#01910,""Ol' Winters""";
"#01911,""I invited all my friends here...<br>Is it just us old guys then?""";
"#01912,""Snowman Battle""";
"#01913,""=#00673""";
"#01914,""Let's see now, once and for all,<br>who the true snowman master is!""";
"#01915,""Snowman Festival""";
"#01916,""So much snow lying around just waiting<br>to be made into epic snowmen!""";
"#01917,""Quick and Livid Cup""";
"#01918,""Speedy Guy""";
"#01919,""You've gotta go fast!<br>Speed up, accelerate, step on it!""";
"#01920,""Happy Feet Cup""";
"#01921,""My little one is a skiing fanatic...<br>So I organized this contest!""";
"#01922,""Golden Age Cup""";
"#01923,""Ex-Champion""";
"#01924,""This contest is for older skiers.<br>We still have what it takes!""";
"#01925,""Snowsoft Cup""";
"#01926,""Airhead""";
"#01927,""Isn't this fluffy white stuff just wonderful?<br>Ahhh! Let's race!""";
"#01928,""Spring Ski Cup""";
"#01929,""Keen Farmer""";
"#01930,""Farmers don't have much to do this<br>time of year, so I organized this race!""";
"#01931,""Snowpeak Cup""";
"#01932,""Hyped Dude""";
"#01933,""This race will be historic! We'll see<br>unprecedented stunts, for sure!""";
"#01934,""Sunny Skies Cup""";
"#01935,""Weatherman""";
"#01936,""Beautiful, clear weather today.<br>It's the perfect for a race!""";
"#01937,""Gloomy Skies Cup""";
"#01938,""Cloudy, with chance of snow...or even<br>snowstorm, maybe? Maybe not...""";
"#01939,""Winter Fest Contest""";
"#01940,""Santa""";
"#01941,""Ho ho! Oh my! What an exciting contest,<br>mind if I join? See how fast I can go!""";
"#01942,""Kairo Cup""";
"#01943,""=#00765""";
"#01944,""Hello. It's time to see if everyone's<br>training has paid off. Do your best!""";
"#01945,""Whippersnapper""";
"#01946,""Clever Lady""";
"#01947,""Cold Head""";
"#01948,""Cold Hater""";
"#01949,""Backcomber""";
"#01950,""Sleek Head""";
"#01951,""Realist""";
"#01952,""Student""";
"#01953,""Joker""";
"#01954,""Mature""";
"#01955,""Young Spirit""";
"#01956,""Fierce Heart""";
"#01957,""Swifty""";
"#01958,""Alpinist""";
"#01959,""Energy Bundle""";
"#01960,""Introvert""";
"#01961,""Nifty""";
"#01962,""Speedster""";
"#01963,""Gen Z""";
"#01964,""Shivers""";
"#01965,""Sweaty Palms""";
"#01966,""Cold Feet""";
"#01967,""Specs""";
"#01968,""Blockhead""";
"#01969,""Goatee""";
"#01970,""Free Spirit""";
"#01971,""Perfectionist""";
"#01972,""Blondie""";
"#01973,""Manager""";
"#01974,""Employee""";
"#01975,""Ghost Employee""";
"#01976,""Outsider""";
"#01977,""=#00809""";
"#01978,""Hermann""";
"#01979,""North Winters""";
"#01980,""Deborah""";
"#01981,""Iclyn Frost""";
"#01982,""Janica""";
"#01983,""Frostine Tundra""";
"#01984,""Narcissist""";
"#01985,""Strongarm""";
"#01986,""Mommy's Boy""";
"#01987,""Good Boy""";
"#01988,""Good Girl""";
"#01989,""Kid Pro""";
"#01990,""Hyper Kid""";
"#01991,""Recluse""";
"#01992,""=#00647""";
"#01993,""=#00645""";
"#01994,""Big Ego Mom""";
"#01995,""Skiing Mom""";
"#01996,""Momster""";
"#01997,""=#00615""";
"#01998,""Snowmaniac""";
"#01999,""Snowheart""";
"#02000,""Snowling""";
"#02001,""Snowball""";
"#02002,""Snowbeast""";
"#02003,""Snowguy""";
"#02004,""Big Hair""";
"#02005,""Dreamer""";
"#02006,""Old Pro""";
"#02007,""Athlete""";
"#02008,""Champion""";
"#02009,""Buff""";
"#02010,""Thinker""";
"#02011,""Gold Wig""";
"#02012,""Local Girl""";
"#02013,""Wild Girl""";
"#02014,""Leader""";
"#02015,""Clerk""";
"#02016,""Ace""";
"#02017,""Eye Catcher""";
"#02018,""Santa Helper""";
"#02019,""Santa's Intern""";
"#02020,""=#00705""";
"#02021,""Reindeer 2""";
"#02022,""Li'l""";
"#02023,""Pleb""";
"#02024,""Stripey""";
"#02025,""Pure Gold""";
"#02026,""Fluffy""";
"#02027,""Fuzzy""";
"#02028,""Snuggly""";
"#02029,""Fleecy""";
"#02030,""=#00757""";
"#02031,""Skiing Bears""";
"#02032,""=#00755""";
"#02033,""Uma-G""";
"#02034,""Big Spender""";
"#02035,""Lazy Student""";
"#02036,""Great Teacher""";
"#02037,""Pragmatist""";
"#02038,""=#00739""";
"#02039,""=#00579""";
"#02040,""Mommy""";
"#02041,""Enthusiast""";
"#02042,""Optimist""";
"#02043,""Fashion Freak""";
"#02044,""Sleepyhead""";
"#02045,""Klutz""";
"#02046,""Taa-daa!""";
"#02047,""Shocker""";
"#02048,""Veteran""";
"#02049,""Wossname""";
"#02050,""Singster""";
"#02051,""Shortie""";
"#02052,""=#00697""";
"#02053,""=#00657""";
"#02054,""=#00587""";
"#02055,""=#00647""";
"#02056,""Philosopher""";
"#02057,""=#00639""";
"#02058,""=#00711""";
"#02059,""Golden Kid""";
"#02060,""=#00765""";
"#02061,""Princess Sally""";
"#02062,""=#00767""";
"#02063,""=#00769""";
"#02064,""Hot Coffee""";
"#02065,""Warms you up. (Recovers 50% HP)""";
"#02066,""Old Letter""";
"#02067,""All these warm memories! (Boost+1)""";
"#02068,""Snowy Pillow""";
"#02069,""Snow-white, extra-soft. (Restores 50% HP)""";
"#02070,""Energy Drink""";
"#02071,""Gives you energy for more. (Boost+1)""";
"#02072,""Collectible Coin""";
"#02073,""Nice souvenir. (Energy +4)""";
"#02074,""Alpine Chocolate""";
"#02075,""Popular with kids. Very sweet. (Boost)""";
"#02076,""Bookmark""";
"#02077,""Keep reading after the contest. (Boost)""";
"#02078,""Natural Yogurt""";
"#02079,""Good for you AND tasty. (Energy +5)""";
"#02080,""Lucky Charm""";
"#02081,""Will it help you win? (5s Aura)""";
"#02082,""Snowman Heart""";
"#02083,""New meaning to cold-hearted. (5s Aura)""";
"#02084,""Dandelion Tea""";
"#02085,""100% caffeine-free. (Restores 40% HP)""";
"#02086,""Fashionable Beads""";
"#02087,""They look pretty cool. (5s Aura)""";
"#02088,""Crab""";
"#02089,""Don't be crabby! (Energy +5)""";
"#02090,""Deep-Fried Veg""";
"#02091,""Healthier than fries. (Restores 50% HP)""";
"#02092,""Accelerator""";
"#02093,""Faster than the eye can see. (Boost +3)""";
